kdnr;geschlecht;firmenname;nachname;vorname;strasse;hausnr;zusatz;plz;ort;vorwahl;telefon;email;url;branche;beruf
"1000008181";"F";"Sina Spielzeug GmbH";"Waltinger";"Ute";"Am Wasserwerk";"10";"";"93326";"Abensberg, Hallertau";"09443";"211093";"Waltinger.Ut@t-online.de";"http://www.Waltinger_Ut.de";"Boilerreinigung";""
"1000008182";"-";"Blütenhaus";"Druschky";"Friedhilde";"Pfarrer-Adam-Rottler-Str.";"7";"";"93326";"Abensberg, Hallertau";"09443";"401041";"Druschky.Fr@gmx.de";"http://www.Druschky_Fr.de";"Tauchoptik";""
"1000008183";"M";"Opel Autohaus Dengler";"Kromoser";"Ferhard";"Mühlweg";"4";"c";"93326";"Abensberg, Hallertau";"09443";"382830";"Kromoser.Fe@web.de";"http://www.Kromoser_Fe.de";"Sachverständige f. Gehölzwertermittlung";""
"1000008184";"M";"Beleza-Schönheit pur";"Neundörfer";"Hartmann";"Degenhardstr.";"1";"";"93326";"Abensberg, Hallertau";"09443";"656429";"Neundörfer.Ha@t-online.de";"http://www.Neundörfer_Ha.de";"Ärzte: Lasertherapie";""
"1000008185";"M";"Backhaus Trunk";"Klug";"Adolph";"Am Berg";"";"";"93326";"Abensberg, Hallertau";"09443";"241150";"Klug.Ad@gmail.com";"http://www.Klug_Ad.de";"Ingenieurbüros f. Großküchentechnik";""
"1000008186";"F";"F. K. Wiebelt";"Hartig";"Alwina";"Ulmenstr.";"12";"c";"93326";"Abensberg, Hallertau";"09443";"227997";"Hartig.Al@web.de";"http://www.Hartig_Al.de";"Kaminisolierung";""
"1000008187";"-";"XXL KüchenAss";"Beutel";"Phillip";"Waldstadion";"2";"";"93326";"Abensberg, Hallertau";"09443";"392244";"Beutel.Ph@yahoo.com";"http://www.Beutel_Ph.de";"Seilbahnenbau";""
"1000008188";"-";"Reifen und Auto Service Arndt GmbH";"Rzehak";"Ismene";"Pöglstr.";"19";"";"93326";"Abensberg, Hallertau";"09443";"393144";"Rzehak.Is@gmail.com";"http://www.Rzehak_Is.de";"Ferienhausvermittlung";""
"1000008189";"-";"Lanhotel zum Anker";"Günter";"Danica";"Steinbergring";"9";"";"93326";"Abensberg, Hallertau";"09443";"775591";"Günter.Da@yahoo.com";"http://www.Günter_Da.de";"Zeitungs- u. Zeitschriftenzustellungen";""
"1000008190";"F";"cycleplanet";"Fuetsch";"Mariechen";"Weiherfeldstr.";"11";"";"93326";"Abensberg, Hallertau";"09443";"495508";"Fuetsch.Ma@yahoo.com";"http://www.Fuetsch_Ma.de";"Schlachtereien";""
"1000008191";"M";"Bäckerei Lenker";"Brixius";"Christhelm";"Werkstr.";"8";"";"93326";"Abensberg, Hallertau";"09443";"555399";"Brixius.Ch@onlinehome.de";"http://www.Brixius_Ch.de";"Umweltlabors";""
"1000008192";"M";"Generalagentur Thomas Mayer";"Hühnerbein";"Lebrecht";"Mahlergasse";"8";"";"93326";"Abensberg, Hallertau";"09443";"83663";"Hühnerbein.Le@web.de";"http://www.Hühnerbein_Le.de";"Laptop";""
"1000008193";"F";"Bäckerei Reiße";"Jochem";"Dörthe";"Frankstr.";"14";"";"93326";"Abensberg, Hallertau";"09443";"84224";"Jochem.D�@gmail.com";"http://www.Jochem_D�.de";"Kfz-Beschriftungen";""
"1000008194";"F";"Rinderbesamung";"Auburger";"Cristina";"Aschenbrennerstr.";"22";"";"93326";"Abensberg, Hallertau";"09443";"959678";"Auburger.Cr@gmx.de";"http://www.Auburger_Cr.de";"Keramikbrennöfen";""
"1000008195";"F";"Zur Mauer";"Hautmann";"Babsi";"An der B 16";"";"";"93326";"Abensberg, Hallertau";"09443";"586872";"Hautmann.Ba@t-online.de";"http://www.Hautmann_Ba.de";"Bauwerksanierung";""
"1000008196";"-";"Magdeburger Spätshop und Imbiss";"Nong";"Hubertina";"Gaden";"21";"";"93326";"Abensberg, Hallertau";"09443";"673014";"Nong.Hu@yahoo.com";"http://www.Nong_Hu.de";"Kommunaltechnik";""
"1000008197";"-";"Buchhandlung Kalis";"Friedrichs";"Reimo";"Friedstr.";"10";"";"93326";"Abensberg, Hallertau";"09443";"694296";"Friedrichs.Re@gmx.de";"http://www.Friedrichs_Re.de";"Flammstrahlarbeiten";""
"1000008198";"M";"Fa. Hornburg";"Pfeuffer";"Meinhard";"DT-Mobil";"";"";"93326";"Abensberg, Hallertau";"09443";"833679";"Pfeuffer.Me@onlinehome.de";"http://www.Pfeuffer_Me.de";"Glasverpackungen";""
"1000008199";"-";"Schwaneyer Blumen-Eck";"Eßer";"Alma";"Riedererstr.";"9";"";"93326";"Abensberg, Hallertau";"09443";"37053";"Eßer.Al@t-online.de";"http://www.Eßer_Al.de";"Tee";""
"1000008200";"F";"Layaa-Laulhé";"Bröker";"Claudia";"Hopfenstr.";"16";"";"93326";"Abensberg, Hallertau";"09443";"3446";"Bröker.Cl@yahoo.com";"http://www.Bröker_Cl.de";"Rechtsanwälte: Internetrecht (Schwerpunkt)";""
"1000008201";"M";"Porsche-Zentrum Flughafen";"Oefner";"Degenhardt";"Am Fürst";"28";"a";"93326";"Abensberg, Hallertau";"09443";"327021";"Oefner.De@web.de";"http://www.Oefner_De.de";"Versicherungen";""
"1000008202";"M";"Rollerparadies";"Grünberger";"Erlfried";"Am Spielplatz";"2";"";"93326";"Abensberg, Hallertau";"09443";"662065";"Grünberger.Er@t-online.de";"http://www.Grünberger_Er.de";"Dekorationsbau";""
"1000008203";"M";"Bei J. Jochum";"Heinzmann";"Erlfried";"Kuhweide";"2";"b";"93326";"Abensberg, Hallertau";"09443";"552393";"Heinzmann.Er@web.de";"http://www.Heinzmann_Er.de";"Ausstellungsbau";""
"1000008204";"F";"Bäckerei Jautz";"Seidler";"Gisela";"Winzerstr.";"30";"b";"93326";"Abensberg, Hallertau";"09443";"478508";"Seidler.Gi@yahoo.com";"http://www.Seidler_Gi.de";"Bäckereikältetechnik";""
"1000008205";"-";"Mettenbacherhof";"Brandt";"Roselotte";"Asternstr.";"11";"";"93326";"Abensberg, Hallertau";"09443";"811732";"Brandt.Ro@onlinehome.de";"http://www.Brandt_Ro.de";"Diktiergeräte";""
"1000008206";"-";"Friseur und Fußpflege Renate Poese";"Klocke";"Holger";"Gerhardingerstr.";"4";"a";"93326";"Abensberg, Hallertau";"09443";"592449";"Klocke.Ho@t-online.de";"http://www.Klocke_Ho.de";"Werbe-Hot-Shop";""
"1000008207";"M";"Thomann Landmetzgerei";"Ender";"Hartmann";"Im Winkel";"7";"";"93326";"Abensberg, Hallertau";"09443";"31134";"Ender.Ha@gmail.com";"http://www.Ender_Ha.de";"Massageliegen";""
"1000008208";"F";"Finkenbach-Quelle";"Claus";"Elselore";"Klostergut";"1";"";"93326";"Abensberg, Hallertau";"09443";"704620";"Claus.El@onlinehome.de";"http://www.Claus_El.de";"Terrassenabdichtung";""
"1000008209";"-";"Mash Jeans";"Straßer";"Lindemarie";"Kellerbachstr.";"3";"";"93326";"Abensberg, Hallertau";"09443";"902222";"Straßer.Li@t-online.de";"http://www.Straßer_Li.de";"Gaststätten: Café-Restaurants";""
"1000008210";"-";"Billigladen";"Türke";"Paola";"Johann-Zimmermann-Str.";"6";"";"93326";"Abensberg, Hallertau";"09443";"128112";"Türke.Pa@gmail.com";"http://www.Türke_Pa.de";"Rechtsanwälte: Krankenhausrecht (Schwerpunkt)";""
"1000008211";"-";"Siese & Scharnhorst";"Krupp";"Arne";"Am Grauen Felsen";"4";"";"93326";"Abensberg, Hallertau";"09443";"741313";"Krupp.Ar@web.de";"http://www.Krupp_Ar.de";"Kutscherfahrten";""
"1000008212";"F";"Frischecenter Lübken";"Reichel";"Dorothee";"Schmidgasse";"8";"";"93326";"Abensberg, Hallertau";"09443";"708923";"Reichel.Do@web.de";"http://www.Reichel_Do.de";"Unterricht";""
"1000008213";"F";"Kiosk Düther Schleuse";"Breu";"Heltrud";"Stadionstr.";"44";"";"93326";"Abensberg, Hallertau";"09443";"319447";"Breu.He@gmx.de";"http://www.Breu_He.de";"Palettenwickelmaschinen";""
"1000008214";"-";"Schnickschnack";"Laimgruber";"Willibert";"Allersdorfer Weg";"2";"";"93326";"Abensberg, Hallertau";"09443";"792960";"Laimgruber.Wi@gmx.de";"http://www.Laimgruber_Wi.de";"Honorarberatung";""
"1000008215";"M";"Josef Pegels & Sohn KG";"Wirrer";"Ottomar";"Schwaighausener Weg";"2";"c";"93326";"Abensberg, Hallertau";"09443";"600091";"Wirrer.Ot@onlinehome.de";"http://www.Wirrer_Ot.de";"Bauherrenberatung";""
"1000008216";"F";"ALDI GmbH & Co. KG Datteln";"Steffl";"Mercedes";"Waltkunstr.";"19";"c";"93326";"Abensberg, Hallertau";"09443";"766607";"Steffl.Me@t-online.de";"http://www.Steffl_Me.de";"Reinigungsgeräteverleih";""
"1000008217";"M";"Friseurstüberl Ludwig";"Meikl";"Steffen";"Am Schlott/V.Steinberg";"";"";"93326";"Abensberg, Hallertau";"09443";"463089";"Meikl.St@gmx.de";"http://www.Meikl_St.de";"Rechtsanwälte: Urheberrecht (Schwerpunkt)";""
"1000008218";"-";"Haubensak";"Dahlke";"Traudl";"Römerstr.";"21";"";"93326";"Abensberg, Hallertau";"09443";"808487";"Dahlke.Tr@onlinehome.de";"http://www.Dahlke_Tr.de";"Autounfallhilfe";""
"1000008219";"-";"Möbel Kock";"Mattes";"Eleonore";"Am Herrenberg";"11";"";"93326";"Abensberg, Hallertau";"09443";"338877";"Mattes.El@gmx.de";"http://www.Mattes_El.de";"Dachfallstrangreinigung";""
"1000008220";"M";"Vocke Landtechnik";"Kasipovic";"Henrik";"Zum Roten Peter";"6";"c";"93326";"Abensberg, Hallertau";"09443";"285825";"Kasipovic.He@yahoo.com";"http://www.Kasipovic_He.de";"Badkomplettausstattung";""
"1000008221";"-";"Blumen Kappelmann";"Bausewein";"Ulrike";"Abensstr.";"";"";"93326";"Abensberg, Hallertau";"09443";"74610";"Bausewein.Ul@t-online.de";"http://www.Bausewein_Ul.de";"Ultraviolettstrahlenschutz";""
"1000008222";"-";"Wellenstein";"Turban";"Gerfried";"Fichtenweg";"16";"";"93326";"Abensberg, Hallertau";"09443";"673526";"Turban.Ge@t-online.de";"http://www.Turban_Ge.de";"Hochzeitsfilme";""
"1000008223";"M";"Optic Muser";"Steinhoff";"Gunnar";"Römerstr.";"3";"b";"93326";"Abensberg, Hallertau";"09443";"55088";"Steinhoff.Gu@t-online.de";"http://www.Steinhoff_Gu.de";"Modeschulen";""
"1000008224";"-";"\"Lotto Totto\"";"Ritter";"Bert";"Birkenstr.";"11";"";"93326";"Abensberg, Hallertau";"09443";"717077";"Ritter.Be@gmx.de";"http://www.Ritter_Be.de";"Sichtschutzwände";""
"1000008225";"-";"Kröger's";"Costabiei";"Marcel";"Eichendorffstr.";"3";"a";"93326";"Abensberg, Hallertau";"09443";"229747";"Costabiei.Ma@web.de";"http://www.Costabiei_Ma.de";"Lichtschachtsicherungen";""
"1000008226";"M";"Peter's Radl Stadl";"Bunk";"Quintus";"Deisenhofener Weg";"2";"";"93326";"Abensberg, Hallertau";"09443";"581633";"Bunk.Qu@gmail.com";"http://www.Bunk_Qu.de";"Autocabrioverdecke";""
"1000008227";"M";"Reisehaus Am Markt";"Gracklauer";"Gerlach";"Arnhelmstr.";"10";"b";"93326";"Abensberg, Hallertau";"09443";"856784";"Gracklauer.Ge@gmail.com";"http://www.Gracklauer_Ge.de";"Gefahrgutfahrerschulungen";""
"1000008228";"-";"Eicke";"Weinländer";"Eduardt";"Arnhelmstr.";"2";"";"93326";"Abensberg, Hallertau";"09443";"1465";"Weinländer.Ed@web.de";"http://www.Weinländer_Ed.de";"Sachverständige f. Malerei (Europäische Malerei)";""
"1000008229";"F";"spielzeug-huber";"Hutterer";"Romana";"In See";"7";"a";"93326";"Abensberg, Hallertau";"09443";"280066";"Hutterer.Ro@gmail.com";"http://www.Hutterer_Ro.de";"Verladetechnik";""
"1000008230";"F";"Bolz";"Kowis";"Lisa";"Kirchplatz";"4";"";"93326";"Abensberg, Hallertau";"09443";"58276";"Kowis.Li@gmail.com";"http://www.Kowis_Li.de";"Behördenwegweiser und Beratungsstellen";""
"1000008231";"F";"Notenpunkt";"Wedermann";"Hanna";"Aunkofener Str.";"1";"b";"93326";"Abensberg, Hallertau";"09443";"537381";"Wedermann.Ha@t-online.de";"http://www.Wedermann_Ha.de";"Schlittenbau";""
"1000008232";"M";"Eiscafe Fantasia";"Burgstaller";"Wilmhard";"Harlandener Str.";"12";"";"93326";"Abensberg, Hallertau";"09443";"97060";"Burgstaller.Wi@yahoo.com";"http://www.Burgstaller_Wi.de";"CAD-Zeichenbedarf";""
"1000008233";"M";"EXO Landmaschinen GmbH";"Rossbach";"Thassilo";"Fichtenweg";"24";"";"93326";"Abensberg, Hallertau";"09443";"332937";"Rossbach.Th@web.de";"http://www.Rossbach_Th.de";"Gaststätten: Karaokebars";""
"1000008234";"-";"Schuh-Reperatur; Schlüsseldienst";"Schönhuber";"Herzlinde";"Klostergut";"1";"";"93326";"Abensberg, Hallertau";"09443";"48713";"Schönhuber.He@web.de";"http://www.Schönhuber_He.de";"Verchromungen";""
"1000008235";"-";"Fleig";"Miehler";"Sieglind";"Nikolaus-Otto-Str.";"5";"";"93326";"Abensberg, Hallertau";"09443";"916536";"Miehler.Si@t-online.de";"http://www.Miehler_Si.de";"Elektrosteuerungsbau";""
"1000008236";"M";"Juwelier Uhlmann";"Ahn";"Ursus";"Frankstr.";"8";"";"93326";"Abensberg, Hallertau";"09443";"311582";"Ahn.Ur@gmx.de";"http://www.Ahn_Ur.de";"Futon";""
"1000008237";"-";"Hornbach Baumarkt";"Alin";"Marietta";"Eulenstr.";"2";"b";"93326";"Abensberg, Hallertau";"09443";"416925";"Alin.Ma@gmx.de";"http://www.Alin_Ma.de";"Hochdruckwasserstrahlarbeiten";""
"1000008238";"F";"Salon Siglinde";"Stolzlechner";"Catharina";"Ahornweg";"3";"";"93326";"Abensberg, Hallertau";"09443";"928288";"Stolzlechner.Ca@web.de";"http://www.Stolzlechner_Ca.de";"Sachverständige f. Treppenbau";""
"1000008239";"M";"Sonnenparadies";"Kley";"Gerolf";"Barbaraplatz";"3";"";"93326";"Abensberg, Hallertau";"09443";"808320";"Kley.Ge@yahoo.com";"http://www.Kley_Ge.de";"Hohlglasveredelung";""
"1000008240";"M";"Main Basar";"Bittmann";"Clemens";"Kaiserweg";"3";"";"93326";"Abensberg, Hallertau";"09443";"481058";"Bittmann.Cl@web.de";"http://www.Bittmann_Cl.de";"Berufskraftfahrerausbildung";""
"1000008241";"-";"Spiel und Sport Grob";"Ketzinger";"Wolfmar";"B16 Abfahrt b. Freibadweg";"";"";"93326";"Abensberg, Hallertau";"09443";"307730";"Ketzinger.Wo@web.de";"http://www.Ketzinger_Wo.de";"Musikbox";""
"1000008242";"M";"alexandra";"Dittmar";"Gerd";"Peter-Rosegger-Str.";"3";"";"93326";"Abensberg, Hallertau";"09443";"366276";"Dittmar.Ge@gmail.com";"http://www.Dittmar_Ge.de";"Gerbereibedarf";""
"1000008243";"M";"Held Optik";"Zadikian";"Romanus";"Industriestr.";"25";"";"93326";"Abensberg, Hallertau";"09443";"306589";"Zadikian.Ro@yahoo.com";"http://www.Zadikian_Ro.de";"Schwimmbecken";""
"1000008244";"-";"Souvenirs \"Der Laden\"";"Gottfried";"Julia";"Uhlandstr.";"3";"";"93326";"Abensberg, Hallertau";"09443";"967065";"Gottfried.Ju@onlinehome.de";"http://www.Gottfried_Ju.de";"Ärzte: Orthomolekulare Medizin";""
"1000008245";"-";"Planet Sports";"Goll";"Gunhild";"Am Weiher";"7";"";"93326";"Abensberg, Hallertau";"09443";"36376";"Goll.Gu@web.de";"http://www.Goll_Gu.de";"Warenpräsentation";""
"1000008246";"-";"Porto Pino";"Zuber";"Silja";"Ulmenstr.";"6";"";"93326";"Abensberg, Hallertau";"09443";"266219";"Zuber.Si@t-online.de";"http://www.Zuber_Si.de";"Motorradreisen";""
"1000008247";"-";"Guru Tattoo";"Dohrmann";"Diemut";"Am Schlott/V.Steinberg";"";"";"93326";"Abensberg, Hallertau";"09443";"705910";"Dohrmann.Di@web.de";"http://www.Dohrmann_Di.de";"Kunststoffe-Faserverstärkung";""
"1000008248";"M";"Werkstatt VW Zentrum Kiel";"Böttcher";"Sieghardt";"Walterfingerstr.";"1";"a";"93326";"Abensberg, Hallertau";"09443";"453933";"Böttcher.Si@t-online.de";"http://www.Böttcher_Si.de";"Gesundheitsdienste";""
"1000008249";"F";"Landkauf";"Hepp";"Senta";"An der Bergstr.";"8";"";"93326";"Abensberg, Hallertau";"09443";"244354";"Hepp.Se@gmail.com";"http://www.Hepp_Se.de";"Vermietung von Gewerbeflächen";""
"1000008250";"-";"Bäckerei Stadler";"Kornblume";"Gundhart";"Am Sportplatz.";"1";"";"93326";"Abensberg, Hallertau";"09443";"823559";"Kornblume.Gu@yahoo.com";"http://www.Kornblume_Gu.de";"Zentrierkegel";""
"1000008251";"-";"Nähstube Cevik";"Scherbaum";"Wolfgard";"Am Wasserwerk";"3";"c";"93326";"Abensberg, Hallertau";"09443";"426500";"Scherbaum.Wo@gmx.de";"http://www.Scherbaum_Wo.de";"Ziegeleien";""
"1000008252";"-";"Friseur (barber)";"Weger";"Rebecca";"Am Seeacker";"15";"";"93326";"Abensberg, Hallertau";"09443";"497943";"Weger.Re@gmx.de";"http://www.Weger_Re.de";"Industrieelektronik";""
"1000008253";"-";"Gut und Nah";"Stromiedel";"Friederun";"Gerzergassl";"1";"";"93326";"Abensberg, Hallertau";"09443";"860838";"Stromiedel.Fr@gmx.de";"http://www.Stromiedel_Fr.de";"Ärzte: Strahlendiagnostik";""
"1000008254";"-";"Flügger";"Conrad";"Constantin";"Rudolf-Diesel-Str.";"17";"b";"93326";"Abensberg, Hallertau";"09443";"719939";"Conrad.Co@yahoo.com";"http://www.Conrad_Co.de";"Moskitonetze";""
"1000008255";"F";"Brennessel";"Biehl";"Marie";"Am Fürst";"10";"";"93326";"Abensberg, Hallertau";"09443";"525281";"Biehl.Ma@onlinehome.de";"http://www.Biehl_Ma.de";"Insektenschutz";""
"1000008256";"F";"Fahn";"Hecker";"Trautlind";"Kellnauweg";"17";"";"93326";"Abensberg, Hallertau";"09443";"586288";"Hecker.Tr@gmail.com";"http://www.Hecker_Tr.de";"Stepptanzstudios";""
"1000008257";"F";"Bauer's Backstube";"Schrittenlocher";"Teresa";"Hopfenbachtalgruppe";"";"";"93326";"Abensberg, Hallertau";"09443";"392437";"Schrittenlocher.Te@t-online.de";"http://www.Schrittenlocher_Te.de";"Autoschiebedächer";""
"1000008258";"M";"Getränke-Irmer Biergroßhandlung";"Märkle";"Philipp";"Mühlweg";"3";"";"93326";"Abensberg, Hallertau";"09443";"344083";"Märkle.Ph@onlinehome.de";"http://www.Märkle_Ph.de";"Kaffee/Kaffeeröstereien";""
"1000008259";"-";"Fleischerei Biermann";"Panzer";"Nuran";"Lindenstr.";"4";"b";"93326";"Abensberg, Hallertau";"09443";"656159";"Panzer.Nu@web.de";"http://www.Panzer_Nu.de";"Produktionsagenturen";""
"1000008260";"M";"Metzgerei am Markt";"Bäuerlein";"Dierk";"Ulrichstr.";"10";"";"93326";"Abensberg, Hallertau";"09443";"94798";"Bäuerlein.Di@gmail.com";"http://www.Bäuerlein_Di.de";"Pilates";""
"1000008261";"-";"Fashion-Outlet";"Bachmayr";"Anica";"Kirchplatz.";"3";"c";"93326";"Abensberg, Hallertau";"09443";"464588";"Bachmayr.An@onlinehome.de";"http://www.Bachmayr_An.de";"Gold";""
"1000008262";"-";"Fahrrad Funke";"Küppers";"Heimgard";"Moststr.";"11";"";"93326";"Abensberg, Hallertau";"09443";"135552";"Küppers.He@gmail.com";"http://www.Küppers_He.de";"Videonachbearbeitung";""
"1000008263";"F";"Reifen Hering";"Büschges";"Angelika";"Seeweg.";"22";"";"93326";"Abensberg, Hallertau";"09443";"696420";"Büschges.An@t-online.de";"http://www.Büschges_An.de";"Ärzte: Kinesiologie";""
"1000008264";"M";"Blumen Macheit";"Zeitlhofer";"Mathias";"DT-Mobil";"";"";"93326";"Abensberg, Hallertau";"09443";"66380";"Zeitlhofer.Ma@onlinehome.de";"http://www.Zeitlhofer_Ma.de";"Agenturen";""
"1000008265";"-";"Empfangsgebäude Bf Siegen-Weidenau";"Doppler";"Manhold";"Baderstr.";"12";"";"93326";"Abensberg, Hallertau";"09443";"943957";"Doppler.Ma@t-online.de";"http://www.Doppler_Ma.de";"Intranet";""
"1000008266";"-";"Bäckerei Lorenz";"Kräuterhaus";"Heidegunde";"DT-Mobil";"";"";"93326";"Abensberg, Hallertau";"09443";"133431";"Kräuterhaus.He@onlinehome.de";"http://www.Kräuterhaus_He.de";"Reinigungsbedarf";""
"1000008267";"M";"Friseur Zweifachschön";"Luzius";"Friedwald";"Am Eichenbuckel";"8";"c";"93326";"Abensberg, Hallertau";"09443";"174673";"Luzius.Fr@gmail.com";"http://www.Luzius_Fr.de";"Ärzte: Medizinische Kräftigungstherapie";""
"1000008268";"F";"Café Berlin - Pappert";"Wachsmann";"Anni";"Wiesenweg";"3";"";"93326";"Abensberg, Hallertau";"09443";"371594";"Wachsmann.An@onlinehome.de";"http://www.Wachsmann_An.de";"Staubsaugzentralanlagen";""
"1000008269";"-";"Friseur-Atelier Kristin Haupt";"Mistlberger";"Elsa";"Am Freibad";"";"";"93326";"Abensberg, Hallertau";"09443";"263451";"Mistlberger.El@yahoo.com";"http://www.Mistlberger_El.de";"Angelbedarf";""
"1000008270";"-";"E Neukauf Hellwig";"Dudek";"Henry";"Zum Galgenberg";"";"";"93326";"Abensberg, Hallertau";"09443";"831418";"Dudek.He@web.de";"http://www.Dudek_He.de";"Messe- u. Partycatering";""
"1000008271";"F";"Simonis";"Glatz";"Heideline";"Sandharlandener Weg";"2";"";"93326";"Abensberg, Hallertau";"09443";"833851";"Glatz.He@t-online.de";"http://www.Glatz_He.de";"Wasserbau";""
"1000008272";"F";"Niverla";"Havasi";"Hildegunde";"KEH 19 km 103,5 RgsbStr.";"";"";"93326";"Abensberg, Hallertau";"09443";"675574";"Havasi.Hi@web.de";"http://www.Havasi_Hi.de";"Kundendienste, Aufsperrdienste";""
"1000008273";"M";"Altenfurter Blumenlädle";"Karoglan";"Sighelm";"Im Mühltal";"3";"";"93326";"Abensberg, Hallertau";"09443";"262856";"Karoglan.Si@yahoo.com";"http://www.Karoglan_Si.de";"Rechtsanwälte: Ausländer- u. Asylrecht (Schwerpunkt)";""
"1000008274";"-";"ehemals ELFA-Gelände";"Finster";"Jolanta";"Gillamooswiese";"";"";"93326";"Abensberg, Hallertau";"09443";"299419";"Finster.Jo@onlinehome.de";"http://www.Finster_Jo.de";"Diskothekenanlagen u. -einrichtungen";""
"1000008275";"-";"Sister's";"Reinl";"Radmila";"Steinweg";"1";"";"93326";"Abensberg, Hallertau";"09443";"279268";"Reinl.Ra@onlinehome.de";"http://www.Reinl_Ra.de";"Mobiltelefonverleih";""
"1000008276";"-";"Die Tulpe";"Silbermann";"Agathe";"Vitusplatz";"6";"";"93326";"Abensberg, Hallertau";"09443";"333822";"Silbermann.Ag@yahoo.com";"http://www.Silbermann_Ag.de";"Gastronomietechnik";""
"1000008277";"-";"Heikos Fahrradladen";"Lanzinger";"Reinhard";"Asternstr.";"7";"";"93326";"Abensberg, Hallertau";"09443";"889494";"Lanzinger.Re@gmail.com";"http://www.Lanzinger_Re.de";"Eintrittskarten";""
"1000008278";"M";"Kiosk am Busbahnhof";"Domke";"Friedhold";"Cabriniheim";"";"";"93326";"Abensberg, Hallertau";"09443";"733608";"Domke.Fr@gmx.de";"http://www.Domke_Fr.de";"Fernseh-Studio-Technik";""
"1000008279";"-";"Reinigung Böhm";"Hauerstein";"Michael";"Am Birket";"10";"";"93326";"Abensberg, Hallertau";"09443";"196392";"Hauerstein.Mi@gmx.de";"http://www.Hauerstein_Mi.de";"Legasthenie";""
"1000008280";"F";"Bäckerei am Suttner Platz";"Bauch";"Sevim";"Brünnlweg";"6";"";"93326";"Abensberg, Hallertau";"09443";"12684";"Bauch.Se@web.de";"http://www.Bauch_Se.de";"Autotelefone";""
"1000008281";"F";"Eis Café Bella Italia";"Bartelt";"Berit";"Regensburger-Tor-Platz";"6";"";"93326";"Abensberg, Hallertau";"09443";"309778";"Bartelt.Be@yahoo.com";"http://www.Bartelt_Be.de";"Rechtsanwälte: Spanisches Immobilienrecht (Schwerpunkt)";""
"1000008282";"M";"Chocolata";"Hawoka";"Hanskarl";"Gaden";"15";"";"93326";"Abensberg, Hallertau";"09443";"557134";"Hawoka.Ha@web.de";"http://www.Hawoka_Ha.de";"Judo (Jiu-Jitsu)";""
"1000008283";"F";"Köln Düsseldorfer";"Knoth";"Carmen";"Kagrastr.";"34";"";"93326";"Abensberg, Hallertau";"09443";"640881";"Knoth.Ca@gmail.com";"http://www.Knoth_Ca.de";"Buchstaben";""
"1000008284";"F";"Lavasch";"Undheim";"Elfy";"Frönaustr.";"";"";"93326";"Abensberg, Hallertau";"09443";"399294";"Undheim.El@web.de";"http://www.Undheim_El.de";"Schutzverkleidungen";""
"1000008285";"-";"Werksverkauf Arzberg Porzellan";"Bösch";"Agnes";"Spargelweg";"14";"";"93326";"Abensberg, Hallertau";"09443";"935516";"Bösch.Ag@onlinehome.de";"http://www.Bösch_Ag.de";"Schaltschrankbau";""
"1000008286";"-";"Skoda Auto-Centrum-ClaSa";"Zwack";"Branka";"Buchenstr.";"9";"";"93326";"Abensberg, Hallertau";"09443";"559132";"Zwack.Br@gmail.com";"http://www.Zwack_Br.de";"Holzschutz, giftfrei";""
"1000008287";"M";"Bäckerei Konditorei Metzger";"Kalender";"Johannes";"Fichtenweg";"1";"b";"93326";"Abensberg, Hallertau";"09443";"822846";"Kalender.Jo@onlinehome.de";"http://www.Kalender_Jo.de";"Ärzte: Neuropathologie FA";""
"1000008288";"F";"Reifenservice Nagel";"Praxenthaler";"Daniela";"Kleedorfer Str.";"10";"c";"93326";"Abensberg, Hallertau";"09443";"625242";"Praxenthaler.Da@gmx.de";"http://www.Praxenthaler_Da.de";"Computerdienstleistungen";""
"1000008289";"-";"Inselshop Fröhlich";"Sirota";"Therese";"Freibadweg";"1";"";"93326";"Abensberg, Hallertau";"09443";"294197";"Sirota.Th@onlinehome.de";"http://www.Sirota_Th.de";"Rechtsanwälte: Arzthaftungsrecht (Schwerpunkt)";""
"1000008290";"-";"Caravan-Shop Hörcher";"Niess";"Sixtus";"Am Wasserwerk";"3";"";"93326";"Abensberg, Hallertau";"09443";"895277";"Niess.Si@t-online.de";"http://www.Niess_Si.de";"Gaststätten: Deutsche Küche regional";""
"1000008291";"M";"Westermaier";"Jakobczyk";"Arved";"Mühlweg";"2";"";"93326";"Abensberg, Hallertau";"09443";"417710";"Jakobczyk.Ar@t-online.de";"http://www.Jakobczyk_Ar.de";"Porzellanmalereien";""
"1000008292";"F";"Reifenhandel Horst Köhler";"Grosser";"Franka";"Oberhörlbach";"7";"";"93326";"Abensberg, Hallertau";"09443";"963603";"Grosser.Fr@gmail.com";"http://www.Grosser_Fr.de";"Mediation";""
"1000008293";"-";"Die Hutnadel";"Adrian";"Joanna";"Am Schlott/V.Steinberg";"";"";"93326";"Abensberg, Hallertau";"09443";"438320";"Adrian.Jo@web.de";"http://www.Adrian_Jo.de";"Fernkopierer";""
"1000008294";"F";"Autoteile Konrad";"Rechel";"Mariedore";"Schwaighausener Str.";"31";"";"93326";"Abensberg, Hallertau";"09443";"986741";"Rechel.Ma@yahoo.com";"http://www.Rechel_Ma.de";"Gleitzeitabrechnung";""
